x,y,z,Сharge level
-0.9002685547,1.039123535,-1.800537109,0
-0.3005981445,1.210021973,-0.9002685547,0
-0.3005981445,0.3494262695,0.5996704102,0
-0.3005981445,0.5187988281,-1.499938965,0
1.19934082,0,-1.800537109,0
0.5996704102,0.6896972656,0.5996704102,0
-0.3005981445,0.1693725586,-0.3005981445,0
2.099609375,-0.3509521484,0.5996704102,0
1.19934082,0.6896972656,0,0
-0.3005981445,0,-0.5996704102,0
0.2990722656,0.3494262695,0,0
1.19934082,-0.3509521484,0,0
0.5996704102,0.3494262695,0.5996704102,0
0.2990722656,-0.3509521484,1.800537109,0
-0.3005981445,0.5187988281,0.3005981445,0
0.9002685547,0.3494262695,0.5996704102,0
0.2990722656,0.1693725586,0.3005981445,0
0,0.5187988281,0.3005981445,0
0.5996704102,-0.520324707,0.3005981445,0
0.9002685547,0,0,0
0.2990722656,-0.3509521484,0.5996704102,0
0.9002685547,0,0.5996704102,0
0.5996704102,0,-0.5996704102,0
-0.3005981445,0.1693725586,-0.3005981445,0
0.2990722656,-0.3509521484,0,0
1.499938965,-0.1708984375,0.3005981445,0
-0.3005981445,0.8590698242,-0.3005981445,0
-0.9002685547,0.3494262695,-1.800537109,0
-0.3005981445,0.1693725586,0.9002685547,0
-0.3005981445,0.6896972656,-0.5996704102,0
0.9002685547,-0.3509521484,0.5996704102,0
-0.6011962891,0.8590698242,0.3005981445,0
-0.3005981445,0.3494262695,-0.5996704102,0
-0.6011962891,0.3494262695,0,0
-0.6011962891,0.3494262695,-0.5996704102,0
-0.6011962891,0.8590698242,-0.3005981445,0
-0.9002685547,0.6896972656,-0.5996704102,0
-0.9002685547,0.6896972656,-0.5996704102,0
-0.6011962891,0,-0.5996704102,0
-0.6011962891,0.1693725586,-0.9002685547,0
0,0.1693725586,-0.3005981445,0
-0.9002685547,0.6896972656,0,0
-1.200866699,0.5187988281,0.3005981445,0
-0.6011962891,1.210021973,-0.3005981445,0
-1.200866699,0.6896972656,-1.19934082,0
-0.6011962891,0.8590698242,-0.9002685547,0
-0.6011962891,0.3494262695,-0.5996704102,0
0.5996704102,0.8590698242,-0.9002685547,0
-0.9002685547,0.6896972656,-0.5996704102,0
-0.6011962891,-0.1708984375,-0.3005981445,0
-0.3005981445,0.1693725586,1.499938965,0
0.2990722656,-0.1708984375,-0.3005981445,0
-0.9002685547,0.5187988281,-1.499938965,0
-1.200866699,0.6896972656,-1.19934082,0
0.5996704102,0.1693725586,0.3005981445,0
-0.3005981445,0.8590698242,-1.499938965,0
2.40020752,0,-1.800537109,1
2.101135254,-0.3494262695,0,1
2.700805664,-0.700378418,-0.5996704102,1
2.101135254,0.3402709961,0,1
2.101135254,0.1708984375,0.9002685547,1
2.40020752,-0.1800537109,0.3005981445,1
3.300476074,0,1.19934082,1
3.300476074,-0.700378418,-0.5996704102,1
2.700805664,0,0,1
2.700805664,-0.700378418,1.19934082,1
2.40020752,-0.700378418,-0.5996704102,1
3.601074219,-1.039123535,0,1
1.501464844,0,0,1
2.700805664,-0.1800537109,-0.9002685547,1
2.700805664,-0.700378418,0.5996704102,1
3.001403809,-0.3494262695,-1.800537109,1
2.40020752,-0.520324707,-0.3005981445,1
2.700805664,-0.3494262695,0,1
3.601074219,-1.039123535,-1.19934082,1
3.001403809,-0.1800537109,-1.499938965,1
2.700805664,0,-0.5996704102,1
3.001403809,-0.8697509766,-0.9002685547,1
2.101135254,0,-0.5996704102,1
3.601074219,-1.039123535,1.19934082,1
2.101135254,-0.3494262695,0.5996704102,1
3.300476074,-0.700378418,0.5996704102,1
3.601074219,-1.219177246,0.3005981445,1
4.200744629,-1.390075684,0.5996704102,1
2.40020752,0,-1.19934082,1
3.300476074,-0.520324707,-0.3005981445,1
3.900146484,-1.390075684,0.5996704102,1
3.300476074,0,-1.800537109,1
3.300476074,0,1.19934082,1
3.601074219,-0.700378418,0.5996704102,1
2.700805664,0.1708984375,0.3005981445,1
4.200744629,-0.8697509766,-0.3005981445,1
3.900146484,-1.219177246,0.9002685547,1
3.001403809,-0.520324707,0.3005981445,1
4.200744629,-0.700378418,-1.19934082,1
4.200744629,-1.039123535,0,1
3.900146484,-0.8697509766,0.3005981445,1
3.900146484,-1.390075684,0.5996704102,1
3.601074219,-1.739501953,0,1
4.200744629,-0.700378418,0.5996704102,1
2.700805664,0,0.5996704102,1
3.601074219,-0.8697509766,0.3005981445,1
4.501342773,-0.700378418,0,1
3.300476074,-0.520324707,0.9002685547,1
3.300476074,-0.520324707,1.499938965,1
4.501342773,-0.8697509766,-0.3005981445,1
5.101013184,-1.739501953,0.5996704102,1
3.300476074,-0.520324707,0.3005981445,1
3.900146484,-0.700378418,0.5996704102,1
3.601074219,-0.700378418,0,1
3.001403809,-1.219177246,1.499938965,1
3.601074219,-0.1800537109,0.9002685547,1
3.601074219,-0.520324707,0.9002685547,1
2.101135254,-0.700378418,0.5996704102,1
3.300476074,-0.520324707,2.099609375,1
3.001403809,-0.8697509766,1.499938965,1
2.700805664,0,0,1
2.101135254,0.1708984375,0.3005981445,1
3.001403809,-0.700378418,1.19934082,1
2.40020752,-0.1800537109,0.3005981445,1
1.800537109,0,0,1
3.001403809,-0.3494262695,0,1
2.700805664,-0.1800537109,-0.3005981445,1
2.40020752,0.1708984375,0.3005981445,1
2.700805664,-1.039123535,1.800537109,1
2.101135254,-0.520324707,0.3005981445,1
2.40020752,-0.1800537109,0.3005981445,1
2.700805664,-0.3494262695,0.5996704102,1
2.700805664,0,0,1
1.800537109,0.1708984375,0.3005981445,1
2.700805664,1.029968262,0.5996704102,1
3.001403809,-0.3494262695,0,1
3.001403809,-0.3494262695,0.5996704102,1
2.700805664,-0.700378418,0,1
3.900146484,-2.25982666,1.499938965,1
2.40020752,-0.1800537109,0.3005981445,1
2.40020752,0.1708984375,-0.3005981445,1
2.101135254,0,0.5996704102,1
3.001403809,-0.8697509766,1.499938965,1
1.800537109,0.520324707,-0.3005981445,1
2.40020752,-0.520324707,-0.3005981445,1
2.40020752,-0.1800537109,0.3005981445,1
2.101135254,0.1708984375,-0.3005981445,1
2.101135254,0.1708984375,-0.3005981445,1
2.700805664,-0.520324707,-1.499938965,1
3.300476074,-0.520324707,-0.3005981445,1
2.700805664,0,-0.5996704102,1
2.101135254,0.8605957031,-0.9002685547,1
3.001403809,-1.039123535,0,1
2.700805664,0,-0.5996704102,1
3.300476074,-0.520324707,0.9002685547,1
2.40020752,-0.3494262695,0,1
2.700805664,-0.1800537109,0.3005981445,1
3.001403809,-1.390075684,0,1
3.900146484,-0.8697509766,-0.9002685547,1
3.001403809,-0.1800537109,-0.3005981445,1
5.40008544921875,-3.81011962890625,-0.59967041015625,2
4.79888916015625,-5.1910400390625,0.59967041015625,2
3.900146484375,-4.16107177734375,-1.20086669921875,2
5.69915771484375,-4.85076904296875,-1.20086669921875,2
4.49981689453125,-4.85076904296875,-0.59967041015625,2
4.49981689453125,-4.16107177734375,-2.40020751953125,2
5.999755859375,-4.85076904296875,0,2
3.59954833984375,-3.6407470703125,-0.9002685546875,2
5.69915771484375,-3.98101806640625,-0.30059814453125,2
5.69915771484375,-5.37109375,0.299072265625,2
5.69915771484375,-3.6407470703125,-1.49993896484375,2
5.69915771484375,-4.5013427734375,0.59967041015625,2
4.49981689453125,-4.16107177734375,-0.59967041015625,2
6.298828125,-4.16107177734375,0,2
4.49981689453125,-4.16107177734375,-0.59967041015625,2
5.0994873046875,-4.16107177734375,0.59967041015625,2
5.69915771484375,-5.1910400390625,1.1993408203125,2
5.40008544921875,-5.71136474609375,1.49993896484375,2
5.40008544921875,-5.71136474609375,0.299072265625,2
4.79888916015625,-5.0201416015625,0.299072265625,2
5.40008544921875,-6.23016357421875,0.59967041015625,2
5.0994873046875,-5.54046630859375,0.59967041015625,2
5.0994873046875,-4.5013427734375,0,2
5.40008544921875,-5.71136474609375,-0.30059814453125,2
3.900146484375,-4.681396484375,-0.30059814453125,2
5.69915771484375,-5.889892578125,1.1993408203125,2
4.49981689453125,-5.37109375,0.9002685546875,2
3.900146484375,-4.3304443359375,0.299072265625,2
3.900146484375,-4.3304443359375,-0.30059814453125,2
4.79888916015625,-5.37109375,0.299072265625,2
5.40008544921875,-5.54046630859375,0,2
3.2989501953125,-4.5013427734375,0,2
4.49981689453125,-6.23016357421875,0.59967041015625,2
3.59954833984375,-4.3304443359375,-2.10113525390625,2
4.49981689453125,-5.1910400390625,-0.59967041015625,2
4.19921875,-5.37109375,-0.9002685546875,2
3.59954833984375,-5.37109375,-0.9002685546875,2
4.19921875,-5.1910400390625,-1.20086669921875,2
4.19921875,-5.1910400390625,-1.20086669921875,2
3.2989501953125,-4.16107177734375,-1.20086669921875,2
4.49981689453125,-5.37109375,-0.30059814453125,2
3.900146484375,-4.5013427734375,-2.40020751953125,2
4.79888916015625,-4.85076904296875,0.59967041015625,2
4.19921875,-4.681396484375,-0.30059814453125,2
4.49981689453125,-4.681396484375,-0.9002685546875,2
4.49981689453125,-4.85076904296875,0,2
3.900146484375,-4.16107177734375,0,2
4.49981689453125,-5.37109375,-0.30059814453125,2
3.900146484375,-4.85076904296875,0,2
4.79888916015625,-5.0201416015625,-0.30059814453125,2
3.59954833984375,-4.3304443359375,-0.9002685546875,2
4.19921875,-4.681396484375,-1.49993896484375,2
4.49981689453125,-5.37109375,-2.10113525390625,2
3.900146484375,-5.1910400390625,-0.59967041015625,2
4.19921875,-5.0201416015625,-0.9002685546875,2
3.2989501953125,-5.54046630859375,-0.59967041015625,2
3.900146484375,-4.16107177734375,-0.59967041015625,2
4.49981689453125,-4.681396484375,-0.9002685546875,2
4.19921875,-5.37109375,-0.9002685546875,2
5.0994873046875,-4.5013427734375,-1.20086669921875,2
4.79888916015625,-4.5013427734375,0.59967041015625,2
5.40008544921875,-5.37109375,0.9002685546875,2
4.49981689453125,-4.16107177734375,-1.20086669921875,2
4.19921875,-5.1910400390625,-1.20086669921875,2
5.999755859375,-4.5013427734375,0,2
4.19921875,-4.85076904296875,-0.59967041015625,2
5.0994873046875,-4.85076904296875,0,2
5.40008544921875,-5.0201416015625,-0.30059814453125,2
4.19921875,-3.98101806640625,-0.9002685546875,2
4.79888916015625,-4.3304443359375,-1.49993896484375,2
4.79888916015625,-4.85076904296875,-1.20086669921875,2
4.19921875,-4.681396484375,-0.30059814453125,2
5.0994873046875,-5.1910400390625,-1.20086669921875,2
5.999755859375,-5.71136474609375,0.9002685546875,2
5.999755859375,-5.889892578125,1.1993408203125,2
6.59942626953125,-6.060791015625,0.299072265625,2
6.298828125,-5.1910400390625,0.59967041015625,2
5.69915771484375,-5.54046630859375,0.59967041015625,2
5.999755859375,-5.889892578125,0.59967041015625,2
5.69915771484375,-6.41021728515625,1.49993896484375,2
4.49981689453125,-4.5013427734375,-1.20086669921875,2
5.0994873046875,-6.41021728515625,0.299072265625,2
5.40008544921875,-5.889892578125,0.59967041015625,2
3.59954833984375,-4.681396484375,0.299072265625,2
5.69915771484375,-5.0201416015625,0.299072265625,2
4.49981689453125,-5.54046630859375,0.59967041015625,2
4.79888916015625,-5.0201416015625,-0.30059814453125,2
5.69915771484375,-5.37109375,0.299072265625,2
3.900146484375,-4.85076904296875,-0.59967041015625,2
3.2989501953125,-3.98101806640625,0.299072265625,2
4.49981689453125,-4.681396484375,1.49993896484375,2
4.19921875,-3.6407470703125,-2.10113525390625,2
4.49981689453125,-4.681396484375,-0.9002685546875,2
4.19921875,-5.37109375,0.9002685546875,2
4.79888916015625,-4.85076904296875,0.59967041015625,2
4.19921875,-4.16107177734375,-1.800537109375,2
5.69915771484375,-4.3304443359375,-0.30059814453125,2
4.49981689453125,-4.681396484375,-0.9002685546875,2
4.79888916015625,-4.85076904296875,-0.59967041015625,2
4.49981689453125,-4.681396484375,-1.49993896484375,2
8.999633789,-9.010314941,0,3
10.19897461,-8.320617676,0,3
8.399963379,-8.320617676,-0.5996704102,3
8.399963379,-7.969665527,-1.200866699,3
8.999633789,-8.839416504,0.9002685547,3
8.399963379,-7.969665527,0.5996704102,3
7.79876709,-6.759643555,-0.9002685547,3
8.399963379,-8.659362793,0,3
8.399963379,-7.800292969,0.2990722656,3
8.699035645,-7.800292969,-0.3005981445,3
8.399963379,-7.44934082,-0.9002685547,3
7.79876709,-8.140563965,-1.499938965,3
8.099365234,-8.839416504,-0.3005981445,3
7.499694824,-7.44934082,-0.9002685547,3
7.79876709,-7.969665527,-1.200866699,3
7.499694824,-7.969665527,-1.800537109,3
7.79876709,-7.969665527,-1.200866699,3
8.099365234,-8.140563965,-1.499938965,3
8.399963379,-7.800292969,-1.499938965,3
7.79876709,-7.279968262,-1.200866699,3
8.399963379,-8.140563965,-0.9002685547,3
8.399963379,-8.140563965,-2.101135254,3
8.999633789,-7.800292969,-2.101135254,3
8.399963379,-8.140563965,0.2990722656,3
8.699035645,-7.969665527,-1.200866699,3
9.599304199,-7.969665527,-1.200866699,3
6.900024414,-7.620239258,-1.800537109,3
8.999633789,-7.620239258,-1.800537109,3
9.298706055,-8.659362793,-1.200866699,3
8.699035645,-7.969665527,-1.200866699,3
8.699035645,-7.969665527,-0.5996704102,3
7.79876709,-8.320617676,-0.5996704102,3
9.599304199,-7.969665527,-1.200866699,3
9.599304199,-8.489990234,-0.3005981445,3
9.298706055,-8.140563965,0.9002685547,3
9.599304199,-7.800292969,-0.3005981445,3
10.19897461,-10.04943848,0,3
8.399963379,-8.320617676,0.5996704102,3
8.699035645,-7.620239258,0,3
8.999633789,-8.320617676,0,3
8.099365234,-7.969665527,-0.5996704102,3
8.699035645,-7.44934082,0.2990722656,3
6.900024414,-7.620239258,0,3
7.499694824,-8.320617676,-1.200866699,3
9.298706055,-7.800292969,-0.3005981445,3
7.499694824,-6.930541992,-0.5996704102,3
8.099365234,-7.44934082,-1.499938965,3
8.399963379,-7.969665527,0,3
7.79876709,-7.099914551,-1.499938965,3
7.79876709,-7.44934082,-0.3005981445,3
9.899902344,-9.698486328,-1.200866699,3
9.599304199,-8.828735352,-0.9002685547,3
11.39984131,-9.349060059,-2.40020752,3
10.49957275,-9.869384766,-1.499938965,3
10.49957275,-9.1796875,-1.499938965,3
10.49957275,-9.698486328,-0.5996704102,3
9.599304199,-8.309936523,-0.5996704102,3
10.20050049,-9.1796875,-0.3005981445,3
10.20050049,-9.52911377,-1.499938965,3
9.899902344,-9.52911377,0.2990722656,3
10.49957275,-9.1796875,-1.499938965,3
11.39984131,-9.008789063,-0.5996704102,3
10.20050049,-9.008789063,-1.800537109,3
9.599304199,-8.659362793,-1.200866699,3
9.899902344,-8.828735352,-1.499938965,3
9.599304199,-9.52911377,-0.9002685547,3
10.20050049,-9.349060059,-1.200866699,3
10.20050049,-8.828735352,-0.9002685547,3
9.599304199,-9.008789063,-0.5996704102,3
10.20050049,-8.309936523,-1.200866699,3
11.10076904,-9.52911377,-2.700805664,3
10.20050049,-9.869384766,-0.3005981445,3
9.899902344,-9.008789063,-1.200866699,3
10.8001709,-8.828735352,-0.9002685547,3
10.8001709,-9.698486328,-1.200866699,3
10.49957275,-9.349060059,-1.800537109,3
10.20050049,-9.52911377,-2.101135254,3
10.8001709,-9.698486328,-1.200866699,3
10.49957275,-9.349060059,-1.800537109,3
10.20050049,-8.659362793,-2.40020752,3
10.20050049,-9.52911377,-0.3005981445,3
10.20050049,-8.659362793,-1.200866699,3
9.599304199,-8.828735352,-0.9002685547,3
10.49957275,-9.349060059,-1.800537109,3
10.8001709,-8.828735352,-1.499938965,3
10.49957275,-9.349060059,-0.5996704102,3
10.49957275,-9.698486328,-1.800537109,3
10.20050049,-8.828735352,-0.9002685547,3
10.49957275,-8.828735352,-2.101135254,3
11.10076904,-9.1796875,-1.499938965,3
10.8001709,-9.1796875,-2.101135254,3
9.899902344,-9.1796875,-1.499938965,3
9.899902344,-8.309936523,-1.800537109,3
9.899902344,-9.1796875,-0.9002685547,3
9.300231934,-9.008789063,-0.5996704102,3
11.39984131,-9.008789063,-1.200866699,3
10.8001709,-8.489990234,-2.101135254,3
11.10076904,-10.21881104,-1.499938965,3
9.899902344,-9.1796875,-2.101135254,3
10.49957275,-9.52911377,-2.101135254,3
16.50085449,-11.94915771,-2.700805664,4
16.50085449,-12.64953613,-3.300476074,4
16.79992676,-12.64953613,-3.900146484,4
15.8996582,-12.46948242,-3.59954834,4
15.8996582,-11.42883301,-3.59954834,4
15.60058594,-12.12921143,-2.40020752,4
15.8996582,-12.12921143,-3.59954834,4
16.20025635,-11.09008789,-3.59954834,4
14.70031738,-11.25946045,-4.499816895,4
14.70031738,-11.25946045,-4.499816895,4
15.29998779,-11.60888672,-3.900146484,4
16.20025635,-11.94915771,-3.900146484,4
15.8996582,-11.60888672,-3.300476074,4
15.8996582,-12.12921143,-4.200744629,4
15.60058594,-11.42883301,-4.200744629,4
16.20025635,-12.12921143,-4.200744629,4
15.60058594,-11.77978516,-4.200744629,4
14.39971924,-12.30010986,-4.499816895,4
16.20025635,-11.94915771,-3.900146484,4
15.60058594,-11.25946045,-3.900146484,4
16.50085449,-11.94915771,-4.499816895,4
17.1005249,-12.30010986,-3.300476074,4
16.50085449,-12.12921143,-3.59954834,4
16.79992676,-12.30010986,-2.099609375,4
16.50085449,-11.94915771,-3.300476074,4
15.60058594,-11.25946045,-3.300476074,4
16.79992676,-12.81890869,-1.800537109,4
15.29998779,-11.60888672,-3.900146484,4
16.50085449,-11.77978516,-4.200744629,4
15.29998779,-12.64953613,-3.900146484,4
15.8996582,-12.81890869,-3.59954834,4
15.29998779,-12.12921143,-2.99987793,4
14.39971924,-11.42883301,-3.59954834,4
15.29998779,-11.09008789,-4.800415039,4
15.29998779,-11.94915771,-3.900146484,4
15.00091553,-11.42883301,-3.59954834,4
15.00091553,-10.38970947,-3.59954834,4
14.39971924,-11.25946045,-2.700805664,4
15.60058594,-11.77978516,-4.200744629,4
15.60058594,-11.42883301,-4.800415039,4
17.1005249,-11.77978516,-4.200744629,4
14.39971924,-11.42883301,-3.59954834,4
17.1005249,-11.42883301,-2.40020752,4
17.1005249,-12.64953613,-3.900146484,4
16.79992676,-11.60888672,-3.900146484,4
15.8996582,-11.77978516,-3.59954834,4
16.20025635,-12.30010986,-3.300476074,4
16.79992676,-11.60888672,-3.900146484,4
16.20025635,-11.77978516,-1.800537109,4
16.79992676,-12.81890869,-4.200744629,4
15.60058594,-11.94915771,-3.300476074,4
15.29998779,-11.42883301,-2.99987793,4
15.60058594,-11.42883301,-4.200744629,4
16.20025635,-11.42883301,-4.800415039,4
15.60058594,-11.77978516,-2.99987793,4
16.20025635,-11.94915771,-3.300476074,4
15.8996582,-11.77978516,-4.800415039,4
15.00091553,-11.60888672,-4.499816895,4
15.8996582,-11.77978516,-2.99987793,4
16.50085449,-12.98980713,-4.499816895,4
15.60058594,-11.94915771,-3.900146484,4
16.20025635,-11.25946045,-2.700805664,4
16.79992676,-12.46948242,-2.99987793,4
15.8996582,-11.60888672,-5.101013184,4
17.1005249,-12.30010986,-3.300476074,4
16.79992676,-12.12921143,-3.59954834,4
16.79992676,-11.94915771,-1.499938965,4
16.79992676,-12.46948242,-3.59954834,4
16.50085449,-12.30010986,-4.499816895,4
16.50085449,-11.94915771,-2.700805664,4
15.29998779,-12.12921143,-2.99987793,4
15.00091553,-11.77978516,-4.200744629,4
15.00091553,-10.91003418,-4.499816895,4
15.29998779,-11.60888672,-3.900146484,4
15.29998779,-11.60888672,-3.900146484,4
15.8996582,-11.42883301,-5.400085449,4
15.8996582,-11.09008789,-4.800415039,4
15.00091553,-11.42883301,-4.800415039,4
16.20025635,-11.60888672,-2.700805664,4
15.8996582,-11.94915771,-3.300476074,4
15.8996582,-11.94915771,-3.300476074,4
17.70019531,-12.12921143,-2.99987793,4
17.1005249,-12.12921143,-4.200744629,4
16.79992676,-12.81890869,-2.99987793,4
17.39959717,-13.15917969,-2.40020752,4
17.1005249,-12.81890869,-3.59954834,4
16.20025635,-12.46948242,-3.59954834,4
16.20025635,-12.12921143,-3.59954834,4
16.50085449,-11.94915771,-3.900146484,4
14.70031738,-10.91003418,-4.499816895,4
15.8996582,-11.77978516,-3.59954834,4
16.20025635,-11.60888672,-3.300476074,4
15.8996582,-11.60888672,-3.900146484,4
15.29998779,-11.09008789,-4.200744629,4
15.60058594,-11.60888672,-3.300476074,4
15.8996582,-11.77978516,-3.59954834,4
15.29998779,-11.60888672,-3.900146484,4
15.00091553,-11.60888672,-3.300476074,4
15.00091553,-11.94915771,-4.499816895,4
16.20025635,-12.46948242,-4.200744629,4
19.79980469,-18.19000244,-2.700805664,5
19.79980469,-18.359375,-2.40020752,5
18.89953613,-18.02062988,-3.601074219,5
17.39959717,-17.14935303,-2.700805664,5
20.10040283,-17.66967773,-2.99987793,5
18.89953613,-18.71032715,-3.601074219,5
17.99926758,-17.14935303,-3.900146484,5
18.60046387,-17.84057617,-3.300476074,5
18.89953613,-18.53942871,-3.900146484,5
19.49920654,-18.53942871,-3.900146484,5
18.29986572,-18.02062988,-2.99987793,5
18.60046387,-18.02062988,-3.601074219,5
18.29986572,-18.359375,-4.200744629,5
18.60046387,-18.02062988,-4.200744629,5
18.89953613,-18.87969971,-4.499816895,5
19.20013428,-17.66967773,-5.400085449,5
18.29986572,-18.02062988,-4.200744629,5
19.20013428,-17.32025146,-4.200744629,5
19.79980469,-18.02062988,-2.99987793,5
17.70019531,-17.50030518,-5.101013184,5
19.79980469,-17.50030518,-2.700805664,5
19.49920654,-18.19000244,-2.700805664,5
20.10040283,-17.84057617,-3.300476074,5
20.99914551,-18.359375,-2.40020752,5
18.89953613,-18.359375,-1.200866699,5
20.70007324,-15.58990479,-6.600952148,5
18.89953613,-16.11022949,-6.300354004,5
20.10040283,-15.42053223,-6.300354004,5
20.10040283,-16.11022949,-6.300354004,5
19.79980469,-15.24963379,-6.001281738,5
19.79980469,-16.2902832,-5.400085449,5
20.10040283,-15.7699585,-5.700683594,5
19.79980469,-16.45965576,-6.300354004,5
19.49920654,-15.42053223,-5.700683594,5
19.49920654,-16.11022949,-5.700683594,5
19.49920654,-15.58990479,-6.600952148,5
20.10040283,-15.58990479,-4.800415039,5
18.29986572,-15.06958008,-5.700683594,5
19.20013428,-15.58990479,-6.001281738,5
19.20013428,-15.06958008,-6.300354004,5
19.20013428,-14.90020752,-6.001281738,5
18.60046387,-15.42053223,-5.101013184,5
19.49920654,-15.58990479,-4.800415039,5
18.60046387,-15.42053223,-6.300354004,5
18.89953613,-15.58990479,-6.600952148,5
18.60046387,-15.42053223,-6.300354004,5
18.89953613,-15.24963379,-6.600952148,5
18.89953613,-15.58990479,-6.001281738,5
18.89953613,-14.37988281,-8.100891113,5
18.89953613,-15.06958008,-5.700683594,5
18.60046387,-14.37988281,-6.900024414,5
17.99926758,-15.06958008,-6.300354004,5
17.70019531,-14.55078125,-6.600952148,5
17.99926758,-14.21051025,-6.600952148,5
19.20013428,-14.55078125,-6.001281738,5
20.10040283,-14.55078125,-6.001281738,5
18.89953613,-15.24963379,-6.600952148,5
19.79980469,-15.58990479,-5.400085449,5
18.89953613,-15.58990479,-5.400085449,5
18.60046387,-14.37988281,-6.900024414,5
18.89953613,-16.11022949,-6.300354004,5
17.99926758,-15.24963379,-4.800415039,5
17.39959717,-15.24963379,-6.600952148,5
19.49920654,-15.24963379,-6.001281738,5
17.99926758,-15.06958008,-5.700683594,5
17.70019531,-14.21051025,-6.600952148,5
17.99926758,-14.55078125,-6.001281738,5
17.39959717,-13.69018555,-7.501220703,5
16.79992676,-14.37988281,-8.100891113,5
17.70019531,-14.72930908,-6.900024414,5
18.29986572,-14.21051025,-6.001281738,5
18.60046387,-14.21051025,-7.200622559,5
17.39959717,-15.42053223,-6.900024414,5
18.60046387,-15.58990479,-6.600952148,5
18.89953613,-15.7699585,-6.300354004,5
21.89941406,-18.35021973,-2.40020752,5
21.89941406,-17.84057617,-2.700805664,5
20.70007324,-18.18084717,-2.101135254,5
20.99914551,-17.84057617,-2.700805664,5
22.49908447,-18.35021973,-1.200866699,5
20.3994751,-18.18084717,-3.300476074,5
20.99914551,-18.00994873,-2.40020752,5
19.79980469,-17.32025146,-2.99987793,5
21.29974365,-18.18084717,-2.700805664,5
19.79980469,-18.69049072,-1.800537109,5
20.09887695,-17.32025146,-2.40020752,5
19.49920654,-17.48962402,-2.700805664,5
21.29974365,-18.85986328,-2.101135254,5
20.99914551,-18.00994873,-2.99987793,5
20.09887695,-17.66052246,-1.800537109,5
21.59881592,-18.35021973,-1.200866699,5
20.3994751,-18.00994873,-1.800537109,5
20.3994751,-17.66052246,-1.200866699,5
20.09887695,-18.18084717,-2.101135254,5
21.29974365,-18.18084717,-3.300476074,5
21.89941406,-17.66052246,-2.40020752,5
19.49920654,-17.84057617,-1.499938965,5
19.79980469,-17.66052246,-2.40020752,5
20.99914551,-18.51959229,-3.300476074,5
20.99914551,-18.00994873,-2.99987793,5
27.60009766,-25.79956055,-4.499816895,6
27.9006958,-25.27923584,-4.800415039,6
27.30102539,-25.79956055,-4.499816895,6
27.9006958,-25.45928955,-2.699279785,6
26.10015869,-25.45928955,-3.900146484,6
27.60009766,-25.27923584,-4.800415039,6
27.60009766,-25.45928955,-3.300476074,6
27.30102539,-24.93896484,-4.800415039,6
28.19976807,-25.97961426,-4.19921875,6
26.6998291,-25.10986328,-3.900146484,6
27.00042725,-25.10986328,-3.300476074,6
27.60009766,-24.93896484,-5.400085449,6
28.50036621,-25.79956055,-3.900146484,6
29.10003662,-25.79956055,-3.300476074,6
29.10003662,-25.97961426,-1.79901123,6
28.50036621,-25.79956055,-3.900146484,6
29.40063477,-27.00958252,-3.59954834,6
29.10003662,-26.66931152,-3.59954834,6
27.9006958,-26.48925781,-3.300476074,6
27.9006958,-25.79956055,-4.499816895,6
27.30102539,-25.97961426,-4.19921875,6
27.30102539,-24.58953857,-4.19921875,6
