x,y,z,Сharge level
26.6998291,-25.27923584,-3.59954834,6
27.00042725,-25.10986328,-3.900146484,6
27.00042725,-25.10986328,-4.499816895,6
27.60009766,-24.93896484,-4.19921875,6
27.60009766,-25.27923584,-4.19921875,6
27.9006958,-25.45928955,-4.499816895,6
28.19976807,-26.31988525,-2.99987793,6
27.9006958,-25.27923584,-4.19921875,6
26.6998291,-25.63018799,-4.19921875,6
28.19976807,-25.45928955,-3.900146484,6
28.80096436,-26.31988525,-3.59954834,6
28.80096436,-26.14898682,-3.300476074,6
28.50036621,-26.14898682,-1.499938965,6
28.50036621,-25.79956055,-3.300476074,6
27.00042725,-24.93896484,-4.19921875,6
28.50036621,-25.97961426,-1.19934082,6
29.40063477,-27.00958252,-2.99987793,6
27.00042725,-24.93896484,-3.59954834,6
27.60009766,-25.27923584,-4.800415039,6
27.30102539,-25.79956055,-2.699279785,6
27.30102539,-25.63018799,-4.800415039,6
27.9006958,-26.14898682,-3.900146484,6
27.00042725,-24.58953857,-5.400085449,6
27.60009766,-24.76043701,-4.499816895,6
27.9006958,-25.27923584,-5.400085449,6
27.60009766,-25.63018799,-4.19921875,6
28.50036621,-25.79956055,-3.900146484,6
27.30102539,-25.63018799,-4.19921875,6
27.00042725,-25.63018799,-4.19921875,6
29.10003662,-25.45928955,-3.900146484,6
27.30102539,-25.45928955,-5.099487305,6
28.50036621,-25.79956055,-3.900146484,6
28.50036621,-26.48925781,-3.300476074,6
29.10003662,-25.63018799,-3.59954834,6
28.50036621,-25.79956055,-3.300476074,6
28.19976807,-25.97961426,-2.99987793,6
29.69970703,-25.63018799,-2.99987793,6
27.30102539,-25.97961426,-3.59954834,6
26.6998291,-25.27923584,-4.19921875,6
27.30102539,-25.63018799,-3.59954834,6
26.6998291,-25.45928955,-4.499816895,6
28.50036621,-25.97961426,-3.59954834,6
27.9006958,-25.79956055,-5.099487305,6
27.00042725,-24.76043701,-3.900146484,6
27.60009766,-25.63018799,-4.800415039,6
27.30102539,-25.10986328,-3.900146484,6
27.60009766,-24.93896484,-4.19921875,6
27.30102539,-25.27923584,-3.59954834,6
28.19976807,-25.27923584,-4.800415039,6
27.30102539,-24.58953857,-4.19921875,6
28.19976807,-25.45928955,-4.499816895,6
28.19976807,-25.63018799,-4.800415039,6
29.69970703,-25.45928955,-5.099487305,6
29.69970703,-25.97961426,-2.40020752,6
27.9006958,-25.79956055,-3.900146484,6
28.50036621,-25.79956055,-2.699279785,6
28.19976807,-25.63018799,-3.59954834,6
27.9006958,-25.45928955,-5.099487305,6
28.19976807,-26.48925781,-3.900146484,6
27.60009766,-25.79956055,-3.300476074,6
27.9006958,-25.27923584,-4.800415039,6
27.30102539,-24.58953857,-4.19921875,6
26.6998291,-25.45928955,-3.300476074,6
26.6998291,-25.45928955,-3.300476074,6
27.30102539,-24.76043701,-5.099487305,6
27.30102539,-24.58953857,-5.999755859,6
27.30102539,-25.63018799,-5.400085449,6
28.19976807,-25.63018799,-3.59954834,6
27.9006958,-25.79956055,-3.900146484,6
28.80096436,-25.45928955,-3.300476074,6
28.80096436,-26.48925781,-3.900146484,6
29.10003662,-26.66931152,-3.59954834,6
28.80096436,-26.66931152,-2.99987793,6
29.40063477,-25.79956055,-5.099487305,6
29.40063477,-26.66931152,-4.19921875,6
27.00042725,-25.63018799,-3.59954834,6
27.9006958,-25.97961426,-4.800415039,6
27.00042725,-25.97961426,-3.59954834,6
